URL,Status,Product URL,Status Text,Iteration
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/patio-furniture-covers/outdoor-table-covers/accent-covers/square-accent-covers-p,,20
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/patio-furniture-covers/outdoor-table-covers/accent-covers/rectangle-accent-covers-p,,21
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/patio-furniture-covers/outdoor-table-covers/picnic-table-covers/picnic-table-covers-design-1-p,,22
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/patio-furniture-covers/outdoor-lifestyle-covers/umbrella-covers-p,,23
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/grill-heating-covers/grill-covers/custom-grill-covers-p,,24
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/grill-heating-covers/kitchen-island-covers/outdoor-island-kitchen-covers-p,,25
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/grill-heating-covers/kitchen-island-covers/l-shaped-island-kitchen-covers-right-p,,26
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/grill-heating-covers/grill-covers/big-egg-grill-covers-p,,27
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/grill-heating-covers/grill-covers/kettle-covers-p,,28
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/grill-heating-covers/oven-smoker-covers/round-smoker-covers-p,,29
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/grill-heating-covers/oven-smoker-covers/square-rectangle-smoker-covers-p,,30
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/patio-furniture-covers/sectional-covers/l-shaped-sofa-cover/l-shape-sofa-covers-design-1-p,,31
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/patio-furniture-covers/sectional-covers/full-sectional-set-cover-p,,32
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/patio-furniture-covers/seating-covers/chair-covers/corner-chair-covers-p,,34
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/patio-furniture-covers/seating-covers/chair-covers/corner-chair-covers-p,,34
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/patio-furniture-covers/seating-covers/modular-chair-covers/modular-club-chair-covers-design-1-p,,35
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/patio-furniture-covers/couch-covers/lounge-loveseat-covers/right-arm-loveseat-covers-p,,36
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/patio-furniture-covers/couch-covers/lounge-loveseat-covers/left-arm-loveseat-covers-p,,37
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/patio-furniture-covers/couch-covers/lounge-loveseat-covers/custom-modular-sectional-sofa-cover-p,,38
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/industrial-equipment-covers/appliance-covers/air-conditioner-covers/window-air-conditioner-covers-p,,39
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/industrial-equipment-covers/appliance-covers/heater-covers/patio-heater-covers-design-1-p,,40
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/industrial-equipment-covers/machine-covers/generator-covers-p,,41
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/industrial-equipment-covers/equipment-covers/lawn-mower-covers/lawn-mower-covers-p,,42
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/vehicle-covers/bicycle-covers-p,,44
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/vehicle-covers/tractor-covers-p,,45
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/patio-furniture-covers/game-table-covers/air-hockey-table-covers-p,,46
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/patio-furniture-covers/game-table-covers/air-hockey-table-covers-p,,46
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/patio-furniture-covers/game-table-covers/custom-upright-ping-pong-table-cover-p,,48
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/patio-furniture-covers/game-table-covers/pool-table-covers-p,,49
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/patio-furniture-covers/outdoor-lifestyle-covers/swing-covers-p,,50
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/patio-furniture-covers/outdoor-lifestyle-covers/hammock-covers-p,,51
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/patio-furniture-covers/outdoor-lifestyle-covers/canopy-covers-p,,52
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/patio-furniture-covers/outdoor-lifestyle-covers/hot-tub-covers-p,,53
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/patio-furniture-covers/outdoor-lifestyle-covers/cushion-storage-chest-covers-p,,54
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/industrial-equipment-covers/equipment-covers/cart-covers/cart-covers-design-1-p,,55
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/grill-heating-covers/firewood-rack-covers/custom-firewood-rack-cover-design-1-p,,56
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/patio-furniture-covers/outdoor-lifestyle-covers/bird-bath-covers-p,,57
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/patio-furniture-covers/outdoor-lifestyle-covers/bird-bath-covers-p,,57
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/industrial-equipment-covers/machine-covers/machine-covers-p,,59
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/industrial-equipment-covers/machine-covers/pallet-covers-p,,60
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/custom-covers/custom-covers-p,,61
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/custom-covers/custom-cylinder-round-covers-p,,62
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/industrial-equipment-covers/appliance-covers/tv-covers/18-21-inch-tv-covers-p,,63
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/industrial-equipment-covers/appliance-covers/tv-covers/22-25-inch-tv-covers-p,,64
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/industrial-equipment-covers/appliance-covers/tv-covers/26-31-inch-tv-covers-p,,65
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/industrial-equipment-covers/appliance-covers/tv-covers/32-35-inch-tv-covers-p,,66
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/industrial-equipment-covers/appliance-covers/tv-covers/42-45-inch-tv-covers-p,,68
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/industrial-equipment-covers/appliance-covers/tv-covers/50-54-inch-tv-covers-p,,70
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/industrial-equipment-covers/appliance-covers/tv-covers/55-59-inch-tv-covers-p,,71
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/industrial-equipment-covers/appliance-covers/tv-covers/60-64-inch-tv-covers-p,,72
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/industrial-equipment-covers/appliance-covers/tv-covers/65-68-inch-tv-covers-p,,73
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/industrial-equipment-covers/appliance-covers/tv-covers/70-73-inch-tv-covers-p,,74
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/industrial-equipment-covers/appliance-covers/tv-covers/custom-tv-covers-p,,75
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/tarps-curtains/custom-tarps/heavy-duty-tarps/custom-heavy-duty-tarps-rectangle-square-p,,76
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/tarps-curtains/custom-tarps/heavy-duty-tarps/custom-heavy-duty-tarps-round-p,,77
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/industrial-equipment-covers/equipment-covers/gym-equipment-covers/multi-gym-equipment-covers-p,,80
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/patio-furniture-covers/seating-covers/chair-covers/stackable-chair-covers-p,,84
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/swatch-kit-p,,87
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/patio-furniture-covers/seating-covers/chair-covers/chair-cover-design-4-p,,90
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/patio-furniture-covers/seating-covers/chair-covers/chair-cover-design-5-p,,91
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/patio-furniture-covers/seating-covers/chair-covers/chair-cover-design-7-p,,93
https://www.coversandall.com/product/cart/addajax/,200,https://www.coversandall.com/industrial-equipment-covers/machine-covers/forklift-covers-p,,111
https://www.coversandall.com/product/cart/addajax/,503,https://www.coversandall.com/industrial-equipment-covers/equipment-covers/winch-covers/custom-warn-axon-winch-cover-p,,554
